,Date,month,dayname,weekend,Hour,Hour_cat,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (mm),WEP (mm),Seasons,Holiday,Functioning Day,Rented Bike Count
4870,2018-06-21,6,Thursday,0,22,Night,22.8,67,2.1,1042,16.3,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,2179
4871,2018-06-21,6,Thursday,0,23,Night,21.9,59,2.6,1188,13.5,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1497
4872,2018-06-22,6,Friday,0,0,Dawn,20.7,67,1.9,885,14.3,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1137
4873,2018-06-22,6,Friday,0,1,Dawn,20.2,75,1.4,525,15.6,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,912
4874,2018-06-22,6,Friday,0,2,Dawn,19.8,80,1.5,370,16.2,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,602
4875,2018-06-22,6,Friday,0,3,Dawn,19.3,85,1.6,345,16.7,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,413
4876,2018-06-22,6,Friday,0,4,Dawn,19.1,86,1.4,322,16.6,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,268
4877,2018-06-22,6,Friday,0,5,Dawn,18.6,85,1.0,384,16.0,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,336
4878,2018-06-22,6,Friday,0,6,Dawn,18.2,83,0.6,448,15.2,0.06,0.0,0.0,0.0,Summer,No Holiday,Yes,710
4879,2018-06-22,6,Friday,0,7,Early Morning,18.8,66,1.1,814,12.3,0.46,0.0,0.0,0.0,Summer,No Holiday,Yes,1529
4880,2018-06-22,6,Friday,0,8,Early Morning,21.9,58,1.2,771,13.2,1.29,0.0,0.0,0.0,Summer,No Holiday,Yes,2283
4881,2018-06-22,6,Friday,0,9,Early Morning,24.2,47,1.2,822,12.1,1.94,0.0,0.0,0.0,Summer,No Holiday,Yes,1284
4882,2018-06-22,6,Friday,0,10,Morning,26.3,34,0.9,1792,9.1,2.57,0.0,0.0,0.0,Summer,No Holiday,Yes,902
4883,2018-06-22,6,Friday,0,11,Morning,28.1,35,1.3,1608,11.1,3.02,0.0,0.0,0.0,Summer,No Holiday,Yes,1020
4884,2018-06-22,6,Friday,0,12,Morning,29.8,28,1.3,1777,9.3,3.21,0.0,0.0,0.0,Summer,No Holiday,Yes,1116
4885,2018-06-22,6,Friday,0,13,Afternoon,30.6,26,1.2,1792,8.9,3.17,0.0,0.0,0.0,Summer,No Holiday,Yes,1073
4886,2018-06-22,6,Friday,0,14,Afternoon,31.6,25,2.3,1780,9.1,3.21,0.0,0.0,0.0,Summer,No Holiday,Yes,1087
4887,2018-06-22,6,Friday,0,15,Afternoon,31.9,23,1.8,1977,8.1,2.57,0.0,0.0,0.0,Summer,No Holiday,Yes,1203
4888,2018-06-22,6,Friday,0,16,Afternoon,30.8,31,3.8,1246,11.7,2.17,0.0,0.0,0.0,Summer,No Holiday,Yes,1466
4889,2018-06-22,6,Friday,0,17,Afternoon,30.4,28,2.9,1834,9.8,1.9,0.0,0.0,0.0,Summer,No Holiday,Yes,2146
4890,2018-06-22,6,Friday,0,18,Evening,29.3,27,3.4,1977,8.3,1.24,0.0,0.0,0.0,Summer,No Holiday,Yes,3365
4891,2018-06-22,6,Friday,0,19,Evening,27.1,32,3.5,2000,8.9,0.52,0.0,0.0,0.0,Summer,No Holiday,Yes,2732
4892,2018-06-22,6,Friday,0,20,Evening,25.4,31,2.5,2000,7.0,0.07,0.0,0.0,0.0,Summer,No Holiday,Yes,2493
4893,2018-06-22,6,Friday,0,21,Evening,24.2,32,1.5,2000,6.4,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,2251
4894,2018-06-22,6,Friday,0,22,Night,23.3,32,1.1,2000,5.6,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,2103
4895,2018-06-22,6,Friday,0,23,Night,22.9,34,1.1,1810,6.1,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1648
4896,2018-06-23,6,Saturday,1,0,Dawn,22.7,36,1.5,2000,6.8,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1322
4897,2018-06-23,6,Saturday,1,1,Dawn,22.5,39,1.1,2000,7.8,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1073
4898,2018-06-23,6,Saturday,1,2,Dawn,22.3,37,1.8,2000,6.8,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,818
4899,2018-06-23,6,Saturday,1,3,Dawn,22.0,42,0.2,1891,8.4,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,540
4900,2018-06-23,6,Saturday,1,4,Dawn,21.6,47,0.4,1985,9.7,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,375
4901,2018-06-23,6,Saturday,1,5,Dawn,21.1,48,0.3,2000,9.6,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,339
4902,2018-06-23,6,Saturday,1,6,Dawn,21.0,48,0.6,2000,9.5,0.01,0.0,0.0,0.0,Summer,No Holiday,Yes,417
4903,2018-06-23,6,Saturday,1,7,Early Morning,21.3,44,0.5,1911,8.5,0.2,0.0,0.0,0.0,Summer,No Holiday,Yes,622
4904,2018-06-23,6,Saturday,1,8,Early Morning,22.6,42,0.7,1887,9.0,0.62,0.0,0.0,0.0,Summer,No Holiday,Yes,934
4905,2018-06-23,6,Saturday,1,9,Early Morning,24.3,37,1.1,1939,8.6,1.31,0.0,0.0,0.0,Summer,No Holiday,Yes,1072
4906,2018-06-23,6,Saturday,1,10,Morning,25.8,35,1.5,1900,9.1,1.66,0.0,0.0,0.0,Summer,No Holiday,Yes,1064
4907,2018-06-23,6,Saturday,1,11,Morning,27.5,31,1.9,1841,8.8,2.7,0.0,0.0,0.0,Summer,No Holiday,Yes,1229
4908,2018-06-23,6,Saturday,1,12,Morning,28.4,31,2.7,1849,9.6,2.93,0.0,0.0,0.0,Summer,No Holiday,Yes,1374
4909,2018-06-23,6,Saturday,1,13,Afternoon,27.9,41,3.9,1649,13.4,2.08,0.0,0.0,0.0,Summer,No Holiday,Yes,1483
4910,2018-06-23,6,Saturday,1,14,Afternoon,28.0,46,3.6,1401,15.2,2.88,0.0,0.0,0.0,Summer,No Holiday,Yes,1445
4911,2018-06-23,6,Saturday,1,15,Afternoon,28.4,43,3.1,1337,14.6,2.65,0.0,0.0,0.0,Summer,No Holiday,Yes,1589
4912,2018-06-23,6,Saturday,1,16,Afternoon,28.3,48,3.1,1232,16.2,2.41,0.0,0.0,0.0,Summer,No Holiday,Yes,1837
4913,2018-06-23,6,Saturday,1,17,Afternoon,28.1,49,3.2,1117,16.3,1.62,0.0,0.0,0.0,Summer,No Holiday,Yes,2101
4914,2018-06-23,6,Saturday,1,18,Evening,26.3,55,3.2,1119,16.5,0.64,0.0,0.0,0.0,Summer,No Holiday,Yes,2256
4915,2018-06-23,6,Saturday,1,19,Evening,25.7,59,2.8,1083,17.0,0.38,0.0,0.0,0.0,Summer,No Holiday,Yes,2288
4916,2018-06-23,6,Saturday,1,20,Evening,24.6,65,2.1,1018,17.5,0.1,0.0,0.0,0.0,Summer,No Holiday,Yes,2262
4917,2018-06-23,6,Saturday,1,21,Evening,23.8,68,2.2,694,17.5,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,2175
4918,2018-06-23,6,Saturday,1,22,Night,23.0,74,2.4,473,18.1,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1932
4919,2018-06-23,6,Saturday,1,23,Night,22.5,77,2.7,396,18.2,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1402
4920,2018-06-24,6,Sunday,1,0,Dawn,22.0,81,1.6,374,18.5,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,849
4921,2018-06-24,6,Sunday,1,1,Dawn,21.5,83,1.3,345,18.4,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,545
4922,2018-06-24,6,Sunday,1,2,Dawn,20.9,87,1.8,222,18.6,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1254
4923,2018-06-24,6,Sunday,1,3,Dawn,20.6,91,0.8,194,19.0,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,644
4924,2018-06-24,6,Sunday,1,4,Dawn,20.5,90,0.8,223,18.7,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,286
4925,2018-06-24,6,Sunday,1,5,Dawn,20.3,87,1.0,251,18.0,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,235
4926,2018-06-24,6,Sunday,1,6,Dawn,20.2,87,2.0,255,17.9,0.01,0.0,0.0,0.0,Summer,No Holiday,Yes,258
4927,2018-06-24,6,Sunday,1,7,Early Morning,20.5,82,0.8,338,17.3,0.16,0.0,0.0,0.0,Summer,No Holiday,Yes,369
4928,2018-06-24,6,Sunday,1,8,Early Morning,21.3,78,0.7,351,17.3,0.51,0.0,0.0,0.0,Summer,No Holiday,Yes,561
4929,2018-06-24,6,Sunday,1,9,Early Morning,23.1,68,1.9,482,16.8,1.64,0.0,0.0,0.0,Summer,No Holiday,Yes,734
4930,2018-06-24,6,Sunday,1,10,Morning,25.0,60,1.5,570,16.6,2.33,0.0,0.0,0.0,Summer,No Holiday,Yes,763
4931,2018-06-24,6,Sunday,1,11,Morning,27.1,52,2.1,557,16.3,2.82,0.0,0.0,0.0,Summer,No Holiday,Yes,870
4932,2018-06-24,6,Sunday,1,12,Morning,28.9,40,2.3,809,13.9,3.15,0.0,0.0,0.0,Summer,No Holiday,Yes,1042
4933,2018-06-24,6,Sunday,1,13,Afternoon,30.6,31,2.7,1240,11.5,3.24,0.0,0.0,0.0,Summer,No Holiday,Yes,1062
4934,2018-06-24,6,Sunday,1,14,Afternoon,31.6,34,2.9,1050,13.8,3.12,0.0,0.0,0.0,Summer,No Holiday,Yes,1064
4935,2018-06-24,6,Sunday,1,15,Afternoon,31.8,31,3.4,1400,12.5,2.85,0.0,0.0,0.0,Summer,No Holiday,Yes,1213
4936,2018-06-24,6,Sunday,1,16,Afternoon,31.3,32,3.2,1427,12.6,2.38,0.0,0.0,0.0,Summer,No Holiday,Yes,1471
4937,2018-06-24,6,Sunday,1,17,Afternoon,30.9,34,2.5,1640,13.2,1.79,0.0,0.0,0.0,Summer,No Holiday,Yes,1754
4938,2018-06-24,6,Sunday,1,18,Evening,29.8,35,3.3,1805,12.6,1.15,0.0,0.0,0.0,Summer,No Holiday,Yes,2094
4939,2018-06-24,6,Sunday,1,19,Evening,27.8,41,2.7,1990,13.3,0.45,0.0,0.0,0.0,Summer,No Holiday,Yes,2290
4940,2018-06-24,6,Sunday,1,20,Evening,26.1,49,1.9,1960,14.5,0.1,0.0,0.0,0.0,Summer,No Holiday,Yes,2387
4941,2018-06-24,6,Sunday,1,21,Evening,24.5,71,1.7,1295,18.8,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,2153
4942,2018-06-24,6,Sunday,1,22,Night,23.9,72,0.8,1098,18.5,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1801
4943,2018-06-24,6,Sunday,1,23,Night,23.3,75,2.0,890,18.6,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1329
4944,2018-06-25,6,Monday,0,0,Dawn,22.9,79,0.6,715,19.0,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,962
4945,2018-06-25,6,Monday,0,1,Dawn,22.5,80,1.1,619,18.8,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,585
4946,2018-06-25,6,Monday,0,2,Dawn,22.3,80,0.8,709,18.6,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,424
4947,2018-06-25,6,Monday,0,3,Dawn,22.0,83,0.5,684,18.9,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,264
4948,2018-06-25,6,Monday,0,4,Dawn,21.8,82,0.7,702,18.5,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,199
4949,2018-06-25,6,Monday,0,5,Dawn,21.5,84,0.3,569,18.6,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,338
4950,2018-06-25,6,Monday,0,6,Dawn,21.3,81,0.7,604,17.8,0.05,0.0,0.0,0.0,Summer,No Holiday,Yes,785
4951,2018-06-25,6,Monday,0,7,Early Morning,22.1,74,0.3,830,17.2,0.37,0.0,0.0,0.0,Summer,No Holiday,Yes,1620
4952,2018-06-25,6,Monday,0,8,Early Morning,23.8,66,0.9,960,17.0,0.74,0.0,0.0,0.0,Summer,No Holiday,Yes,2331
4953,2018-06-25,6,Monday,0,9,Early Morning,25.4,61,1.0,1079,17.3,1.28,0.0,0.0,0.0,Summer,No Holiday,Yes,1293
4954,2018-06-25,6,Monday,0,10,Morning,26.4,55,0.9,901,16.6,1.16,0.0,0.0,0.0,Summer,No Holiday,Yes,878
4955,2018-06-25,6,Monday,0,11,Morning,27.8,46,1.3,912,15.1,1.77,0.0,0.0,0.0,Summer,No Holiday,Yes,968
4956,2018-06-25,6,Monday,0,12,Morning,29.8,42,2.1,1220,15.5,2.9,0.0,0.0,0.0,Summer,No Holiday,Yes,1039
4957,2018-06-25,6,Monday,0,13,Afternoon,31.2,36,2.0,1022,14.3,2.91,0.0,0.0,0.0,Summer,No Holiday,Yes,1073
4958,2018-06-25,6,Monday,0,14,Afternoon,32.3,35,1.8,982,14.8,2.71,0.0,0.0,0.0,Summer,No Holiday,Yes,1016
4959,2018-06-25,6,Monday,0,15,Afternoon,32.7,31,1.7,1243,13.3,2.3,0.0,0.0,0.0,Summer,No Holiday,Yes,1184
4960,2018-06-25,6,Monday,0,16,Afternoon,32.2,39,2.8,928,16.4,1.74,0.0,0.0,0.0,Summer,No Holiday,Yes,1407
4961,2018-06-25,6,Monday,0,17,Afternoon,31.5,42,2.3,990,17.0,1.36,0.0,0.0,0.0,Summer,No Holiday,Yes,2008
4962,2018-06-25,6,Monday,0,18,Evening,30.7,43,1.6,931,16.6,0.74,0.0,0.0,0.0,Summer,No Holiday,Yes,3238
4963,2018-06-25,6,Monday,0,19,Evening,29.8,45,1.5,956,16.5,0.32,0.0,0.0,0.0,Summer,No Holiday,Yes,2779
4964,2018-06-25,6,Monday,0,20,Evening,28.8,54,1.1,964,18.5,0.09,0.0,0.0,0.0,Summer,No Holiday,Yes,2456
4965,2018-06-25,6,Monday,0,21,Evening,27.9,55,0.5,1083,18.0,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,2372
4966,2018-06-25,6,Monday,0,22,Night,27.4,55,0.3,1001,17.5,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,2046
4967,2018-06-25,6,Monday,0,23,Night,27.2,55,0.7,920,17.3,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1437
4968,2018-06-26,6,Tuesday,0,0,Dawn,26.9,61,1.5,805,18.7,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1052
4969,2018-06-26,6,Tuesday,0,1,Dawn,26.7,50,1.8,884,15.4,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,783
4970,2018-06-26,6,Tuesday,0,2,Dawn,26.1,51,1.7,760,15.1,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,524
4971,2018-06-26,6,Tuesday,0,3,Dawn,25.4,50,1.1,870,14.2,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,353
4972,2018-06-26,6,Tuesday,0,4,Dawn,24.7,49,1.0,1293,13.2,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,143
4973,2018-06-26,6,Tuesday,0,5,Dawn,23.7,64,0.9,876,16.4,0.0,0.1,0.0,0.1,Summer,No Holiday,Yes,45
4974,2018-06-26,6,Tuesday,0,6,Dawn,22.5,83,0.8,537,19.4,0.0,0.4,0.0,0.4,Summer,No Holiday,Yes,37
4975,2018-06-26,6,Tuesday,0,7,Early Morning,21.2,87,0.8,376,18.9,0.03,1.5,0.0,1.5,Summer,No Holiday,Yes,49
4976,2018-06-26,6,Tuesday,0,8,Early Morning,20.8,94,1.0,159,19.7,0.05,3.5,0.0,3.5,Summer,No Holiday,Yes,53
4977,2018-06-26,6,Tuesday,0,9,Early Morning,20.3,96,1.1,143,19.6,0.06,6.5,0.0,6.5,Summer,No Holiday,Yes,19
4978,2018-06-26,6,Tuesday,0,10,Morning,20.3,97,1.0,103,19.8,0.12,9.5,0.0,9.5,Summer,No Holiday,Yes,9
4979,2018-06-26,6,Tuesday,0,11,Morning,20.4,97,1.4,129,19.9,0.09,16.0,0.0,16.0,Summer,No Holiday,Yes,11
4980,2018-06-26,6,Tuesday,0,12,Morning,20.5,97,1.8,257,20.0,0.15,5.0,0.0,5.0,Summer,No Holiday,Yes,10
4981,2018-06-26,6,Tuesday,0,13,Afternoon,20.5,97,1.2,338,20.0,0.11,14.5,0.0,14.5,Summer,No Holiday,Yes,24
4982,2018-06-26,6,Tuesday,0,14,Afternoon,21.0,97,0.7,381,20.4,0.26,2.5,0.0,2.5,Summer,No Holiday,Yes,26
4983,2018-06-26,6,Tuesday,0,15,Afternoon,21.5,97,0.6,311,20.9,0.21,4.5,0.0,4.5,Summer,No Holiday,Yes,65
4984,2018-06-26,6,Tuesday,0,16,Afternoon,23.3,96,3.4,441,22.6,0.08,1.0,0.0,1.0,Summer,No Holiday,Yes,56
4985,2018-06-26,6,Tuesday,0,17,Afternoon,24.0,95,5.0,362,23.1,0.07,2.0,0.0,2.0,Summer,No Holiday,Yes,113
4986,2018-06-26,6,Tuesday,0,18,Evening,24.1,95,4.4,261,23.2,0.03,1.0,0.0,1.0,Summer,No Holiday,Yes,156
4987,2018-06-26,6,Tuesday,0,19,Evening,24.2,94,4.7,242,23.1,0.03,1.5,0.0,1.5,Summer,No Holiday,Yes,203
4988,2018-06-26,6,Tuesday,0,20,Evening,24.1,94,4.5,214,23.0,0.0,0.5,0.0,0.5,Summer,No Holiday,Yes,199
4989,2018-06-26,6,Tuesday,0,21,Evening,23.5,94,4.6,227,22.4,0.0,1.5,0.0,1.5,Summer,No Holiday,Yes,275
4990,2018-06-26,6,Tuesday,0,22,Night,22.4,95,4.1,222,21.5,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,443
4991,2018-06-26,6,Tuesday,0,23,Night,21.6,89,4.3,698,19.7,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,552
4992,2018-06-27,6,Wednesday,0,0,Dawn,20.5,94,3.7,896,19.4,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,513
4993,2018-06-27,6,Wednesday,0,1,Dawn,20.0,96,3.0,182,19.3,0.0,0.1,0.0,0.1,Summer,No Holiday,Yes,254
4994,2018-06-27,6,Wednesday,0,2,Dawn,19.6,97,2.6,201,19.1,0.0,0.4,0.0,0.4,Summer,No Holiday,Yes,164
4995,2018-06-27,6,Wednesday,0,3,Dawn,19.4,97,2.9,282,18.9,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,152
4996,2018-06-27,6,Wednesday,0,4,Dawn,19.2,97,1.0,217,18.7,0.0,0.5,0.0,0.5,Summer,No Holiday,Yes,110
4997,2018-06-27,6,Wednesday,0,5,Dawn,19.1,97,1.2,402,18.6,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,162
4998,2018-06-27,6,Wednesday,0,6,Dawn,19.2,97,1.5,157,18.7,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,417
4999,2018-06-27,6,Wednesday,0,7,Early Morning,19.3,98,1.0,188,18.9,0.06,0.0,0.0,0.0,Summer,No Holiday,Yes,1084
5000,2018-06-27,6,Wednesday,0,8,Early Morning,19.7,97,1.5,200,19.2,0.25,0.0,0.0,0.0,Summer,No Holiday,Yes,1995
5001,2018-06-27,6,Wednesday,0,9,Early Morning,20.0,96,1.6,287,19.3,0.39,0.0,0.0,0.0,Summer,No Holiday,Yes,1238
5002,2018-06-27,6,Wednesday,0,10,Morning,21.4,85,1.1,596,18.7,1.34,0.0,0.0,0.0,Summer,No Holiday,Yes,862
5003,2018-06-27,6,Wednesday,0,11,Morning,23.4,73,1.3,827,18.2,2.38,0.0,0.0,0.0,Summer,No Holiday,Yes,1015
5004,2018-06-27,6,Wednesday,0,12,Morning,24.1,73,2.2,992,18.9,2.15,0.0,0.0,0.0,Summer,No Holiday,Yes,1145
5005,2018-06-27,6,Wednesday,0,13,Afternoon,24.9,69,2.2,850,18.8,2.14,0.0,0.0,0.0,Summer,No Holiday,Yes,1234
5006,2018-06-27,6,Wednesday,0,14,Afternoon,24.7,72,2.9,720,19.3,1.45,0.0,0.0,0.0,Summer,No Holiday,Yes,1243
5007,2018-06-27,6,Wednesday,0,15,Afternoon,25.5,68,2.4,638,19.1,1.61,0.0,0.0,0.0,Summer,No Holiday,Yes,1362
5008,2018-06-27,6,Wednesday,0,16,Afternoon,25.0,74,2.2,578,20.0,0.52,0.0,0.0,0.0,Summer,No Holiday,Yes,1618
5009,2018-06-27,6,Wednesday,0,17,Afternoon,25.1,70,2.2,796,19.2,0.48,0.0,0.0,0.0,Summer,No Holiday,Yes,2115
5010,2018-06-27,6,Wednesday,0,18,Evening,25.0,69,1.5,1125,18.9,0.52,0.0,0.0,0.0,Summer,No Holiday,Yes,3172
5011,2018-06-27,6,Wednesday,0,19,Evening,24.9,70,1.8,1131,19.0,0.24,0.0,0.0,0.0,Summer,No Holiday,Yes,2487
5012,2018-06-27,6,Wednesday,0,20,Evening,24.2,72,1.4,833,18.8,0.03,0.0,0.0,0.0,Summer,No Holiday,Yes,2274
5013,2018-06-27,6,Wednesday,0,21,Evening,23.3,71,1.3,1145,17.7,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,2200
5014,2018-06-27,6,Wednesday,0,22,Night,22.7,77,2.0,1099,18.4,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1959
5015,2018-06-27,6,Wednesday,0,23,Night,22.3,83,2.6,490,19.2,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,980
5016,2018-06-28,6,Thursday,0,0,Dawn,22.2,84,1.1,482,19.3,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,561
5017,2018-06-28,6,Thursday,0,1,Dawn,22.2,84,0.3,610,19.3,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1068
5018,2018-06-28,6,Thursday,0,2,Dawn,22.4,84,0.6,667,19.5,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,652
5019,2018-06-28,6,Thursday,0,3,Dawn,22.4,86,0.6,618,19.9,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,344
5020,2018-06-28,6,Thursday,0,4,Dawn,22.3,88,0.9,298,20.2,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,233
5021,2018-06-28,6,Thursday,0,5,Dawn,22.1,93,0.4,333,20.9,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,266
5022,2018-06-28,6,Thursday,0,6,Dawn,22.0,90,0.4,373,20.2,0.04,0.1,0.0,0.1,Summer,No Holiday,Yes,594
5023,2018-06-28,6,Thursday,0,7,Early Morning,22.7,81,0.4,866,19.2,0.4,0.0,0.0,0.0,Summer,No Holiday,Yes,1391
5024,2018-06-28,6,Thursday,0,8,Early Morning,24.2,73,1.0,1581,19.0,0.96,0.0,0.0,0.0,Summer,No Holiday,Yes,2288
5025,2018-06-28,6,Thursday,0,9,Early Morning,24.8,75,1.1,1418,20.0,0.63,0.0,0.0,0.0,Summer,No Holiday,Yes,1246
5026,2018-06-28,6,Thursday,0,10,Morning,25.3,70,0.6,1386,19.4,0.7,0.0,0.0,0.0,Summer,No Holiday,Yes,826
5027,2018-06-28,6,Thursday,0,11,Morning,26.5,64,1.8,1806,19.1,1.3,0.0,0.0,0.0,Summer,No Holiday,Yes,938
5028,2018-06-28,6,Thursday,0,12,Morning,27.0,68,2.0,1863,20.5,1.3,0.0,0.0,0.0,Summer,No Holiday,Yes,1158
5029,2018-06-28,6,Thursday,0,13,Afternoon,27.2,68,1.8,1575,20.7,1.1,0.0,0.0,0.0,Summer,No Holiday,Yes,1040
5030,2018-06-28,6,Thursday,0,14,Afternoon,27.1,72,3.0,1126,21.6,0.91,0.0,0.0,0.0,Summer,No Holiday,Yes,1030
5031,2018-06-28,6,Thursday,0,15,Afternoon,26.4,76,3.7,1370,21.8,1.01,0.0,0.0,0.0,Summer,No Holiday,Yes,1209
5032,2018-06-28,6,Thursday,0,16,Afternoon,25.2,81,3.6,961,21.6,0.5,0.0,0.0,0.0,Summer,No Holiday,Yes,766
5033,2018-06-28,6,Thursday,0,17,Afternoon,22.2,92,1.2,254,20.8,0.11,4.9,0.0,4.9,Summer,No Holiday,Yes,65
5034,2018-06-28,6,Thursday,0,18,Evening,20.6,97,0.7,222,20.1,0.14,21.5,0.0,21.5,Summer,No Holiday,Yes,596
5035,2018-06-28,6,Thursday,0,19,Evening,20.9,97,1.0,1747,20.3,0.19,0.0,0.0,0.0,Summer,No Holiday,Yes,944
5036,2018-06-28,6,Thursday,0,20,Evening,21.0,96,0.1,1431,20.3,0.02,0.0,0.0,0.0,Summer,No Holiday,Yes,1039
5037,2018-06-28,6,Thursday,0,21,Evening,21.3,94,0.3,1314,20.2,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1223
5038,2018-06-28,6,Thursday,0,22,Night,21.6,94,1.1,766,20.5,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1239
5039,2018-06-28,6,Thursday,0,23,Night,21.7,96,0.3,293,21.0,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,931
5040,2018-06-29,6,Friday,0,0,Dawn,21.9,95,1.9,357,21.0,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,470
5041,2018-06-29,6,Friday,0,1,Dawn,22.0,96,0.1,387,21.3,0.0,0.1,0.0,0.1,Summer,No Holiday,Yes,460
5042,2018-06-29,6,Friday,0,2,Dawn,22.2,96,0.8,269,21.5,0.0,0.2,0.0,0.2,Summer,No Holiday,Yes,345
5043,2018-06-29,6,Friday,0,3,Dawn,22.3,96,1.2,290,21.6,0.0,0.1,0.0,0.1,Summer,No Holiday,Yes,227
5044,2018-06-29,6,Friday,0,4,Dawn,22.3,96,0.0,278,21.6,0.0,0.1,0.0,0.1,Summer,No Holiday,Yes,123
5045,2018-06-29,6,Friday,0,5,Dawn,22.1,97,0.5,152,21.5,0.0,1.5,0.0,1.5,Summer,No Holiday,Yes,133
5046,2018-06-29,6,Friday,0,6,Dawn,21.9,97,0.2,190,21.3,0.0,4.5,0.0,4.5,Summer,No Holiday,Yes,308
5047,2018-06-29,6,Friday,0,7,Early Morning,22.0,97,0.9,269,21.4,0.03,0.0,0.0,0.0,Summer,No Holiday,Yes,883
5048,2018-06-29,6,Friday,0,8,Early Morning,22.2,95,1.6,389,21.3,0.26,0.0,0.0,0.0,Summer,No Holiday,Yes,2028
5049,2018-06-29,6,Friday,0,9,Early Morning,22.9,86,1.7,538,20.4,0.76,0.0,0.0,0.0,Summer,No Holiday,Yes,1195
5050,2018-06-29,6,Friday,0,10,Morning,24.4,76,2.1,617,19.8,1.58,0.0,0.0,0.0,Summer,No Holiday,Yes,913
5051,2018-06-29,6,Friday,0,11,Morning,24.8,74,1.8,644,19.8,1.41,0.0,0.0,0.0,Summer,No Holiday,Yes,956
5052,2018-06-29,6,Friday,0,12,Morning,26.1,67,2.2,758,19.4,2.15,0.0,0.0,0.0,Summer,No Holiday,Yes,1168
5053,2018-06-29,6,Friday,0,13,Afternoon,26.8,65,2.0,732,19.6,2.37,0.0,0.0,0.0,Summer,No Holiday,Yes,1117
5054,2018-06-29,6,Friday,0,14,Afternoon,27.8,57,2.1,760,18.4,2.62,0.0,0.0,0.0,Summer,No Holiday,Yes,1175
