id,Date,month,dayname,weekend,Hour,Hour_cat,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (mm),WEP (mm),Seasons,Holiday,Functioning Day,Rented Bike Count
10266,2017-12-30,12,Saturday,1,1,Dawn,-0.5,83,0.7,244,-3.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,234
13988,2018-03-17,3,Saturday,1,13,Afternoon,10.9,32,1.2,1772,-5.1,2.22,0.0,0.0,0.0,Spring,No Holiday,Yes,1111
10521,2018-04-25,4,Wednesday,0,19,Evening,18.2,36,3.5,2000,2.8,0.29,0.0,0.0,0.0,Spring,No Holiday,Yes,1958
13700,2018-05-28,5,Monday,0,6,Dawn,16.2,0,0.5,1588,9.3,0.05,0.0,0.0,0.0,Spring,No Holiday,Yes,641
13245,2018-01-31,1,Wednesday,0,22,Night,-4.2,48,1.0,2000,-13.5,0.0,0.0,0.16,0.16,Winter,No Holiday,Yes,188
10064,2018-08-07,8,Tuesday,0,4,Dawn,27.3,68,0.7,2000,20.8,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,201
15079,2018-05-09,5,Wednesday,0,19,Evening,18.8,47,2.8,1988,7.2,0.4,0.0,0.0,0.0,Spring,No Holiday,Yes,2405
14415,2017-12-30,12,Saturday,1,23,Night,1.4,92,1.9,73,0.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,42
13958,2018-01-29,1,Monday,0,3,Dawn,-9.8,43,2.8,1963,-20.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,27
12333,2018-08-20,8,Monday,0,5,Dawn,25.7,68,0.8,1395,19.3,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,281
16681,2018-06-09,6,Saturday,1,10,Morning,25.8,49,1.3,1442,14.2,2.42,0.0,0.0,0.0,Summer,No Holiday,Yes,1156
13458,2018-04-06,4,Friday,0,18,Evening,5.9,43,5.3,859,-5.7,0.62,0.0,0.0,0.0,Spring,No Holiday,Yes,1114
10856,2017-12-14,12,Thursday,0,7,Early Morning,-10.9,57,1.1,1387,-17.7,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,279
13729,2018-08-10,8,Friday,0,2,Dawn,26.9,84,0.8,1007,23.9,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,484
10528,2017-12-28,12,Thursday,0,23,Night,0.1,63,1.1,1003,-6.1,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,260
15617,2018-05-27,5,Sunday,1,20,Evening,20.6,41,2.3,1788,6.8,0.09,0.0,0.0,0.0,Spring,No Holiday,Yes,2044
13224,2018-03-10,3,Saturday,1,9,Early Morning,2.7,71,1.3,418,-2.0,0.3,0.0,0.0,0.0,Spring,No Holiday,Yes,381
14721,2018-09-24,9,Monday,0,4,Dawn,14.9,68,0.9,2000,9.0,0.0,0.0,0.0,0.0,Autumn,Holiday,Yes,141
16297,2018-07-04,7,Wednesday,0,5,Dawn,24.2,86,0.2,2000,21.7,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,316
18011,2018-08-26,8,Sunday,1,6,Dawn,20.4,88,0.6,1064,18.3,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,243
13123,2018-08-23,8,Thursday,0,22,Night,26.6,84,1.7,1815,23.6,0.0,1.5,0.0,1.5,Summer,No Holiday,Yes,215
18156,2018-08-28,8,Tuesday,0,1,Dawn,23.1,94,0.6,2000,22.0,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,653
18640,2018-09-22,9,Saturday,1,19,Evening,21.3,43,2.8,2000,8.2,0.02,0.0,0.0,0.0,Autumn,No Holiday,Yes,1743
14494,2018-10-13,10,Saturday,1,12,Morning,16.6,36,0.7,1442,1.4,2.45,0.0,0.0,0.0,Autumn,No Holiday,Yes,1402
16296,2018-10-02,10,Tuesday,0,7,Early Morning,10.4,81,0.3,1956,7.2,0.02,0.0,0.0,0.0,Autumn,No Holiday,No,0
16554,2018-07-01,7,Sunday,1,18,Evening,22.2,96,1.2,673,21.5,0.09,3.5,0.0,3.5,Summer,No Holiday,Yes,17
16795,2018-08-11,8,Saturday,1,6,Dawn,26.5,69,0.8,2000,20.3,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,355
12801,2018-06-06,6,Wednesday,0,23,Night,20.1,77,3.1,797,15.9,0.0,0.0,0.0,0.0,Summer,Holiday,Yes,1251
13849,2018-08-08,8,Wednesday,0,5,Dawn,27.9,84,0.0,1172,24.9,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,260
18709,2017-12-04,12,Monday,0,11,Morning,-0.5,41,4.1,1799,-12.1,0.94,0.0,0.0,0.0,Winter,No Holiday,Yes,379
16471,2018-06-14,6,Thursday,0,7,Early Morning,19.4,97,0.9,272,18.9,0.0,13.5,0.0,13.5,Summer,No Holiday,Yes,94
11092,2018-03-21,3,Wednesday,0,5,Dawn,1.3,40,2.3,2000,-10.8,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,80
13831,2018-10-29,10,Monday,0,2,Dawn,4.7,81,1.0,1918,1.7,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,184
14042,2018-05-20,5,Sunday,1,19,Evening,20.8,24,2.0,2000,-0.5,0.56,0.0,0.0,0.0,Spring,No Holiday,Yes,2145
12044,2018-05-19,5,Saturday,1,2,Dawn,11.1,74,1.9,2000,6.6,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,526
14343,2018-02-28,2,Wednesday,0,3,Dawn,5.3,55,1.7,488,-3.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,116
12796,2018-01-06,1,Saturday,1,13,Afternoon,0.9,28,2.4,1895,-15.6,1.18,0.0,0.0,0.0,Winter,No Holiday,Yes,356
16601,2018-01-26,1,Friday,0,5,Dawn,-16.9,38,2.3,2000,-27.9,0.0,0.0,0.05,0.05,Winter,No Holiday,Yes,36
13670,2017-12-27,12,Wednesday,0,7,Early Morning,-10.1,38,2.3,2000,-21.7,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,262
15723,2018-01-16,1,Tuesday,0,4,Dawn,0.8,65,0.7,502,-5.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,51
18007,2018-11-07,11,Wednesday,0,19,Evening,13.8,81,1.5,760,10.5,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1176
11259,2018-02-12,2,Monday,0,0,Dawn,-7.7,52,3.2,1982,-15.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,103
12028,2018-06-29,6,Friday,0,22,Night,24.2,80,1.3,500,20.5,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,2103
11627,2017-12-18,12,Monday,0,11,Morning,-2.9,85,1.2,243,-5.0,0.06,0.0,0.48,0.48,Winter,No Holiday,Yes,44
11147,2018-01-04,1,Thursday,0,3,Dawn,-7.4,54,1.7,1968,-15.1,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,57
12245,2018-11-18,11,Sunday,1,20,Evening,7.4,50,0.7,1499,-2.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,719
15511,2018-05-09,5,Wednesday,0,1,Dawn,11.3,58,1.3,2000,3.3,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,34
13736,2018-05-04,5,Friday,0,2,Dawn,9.6,65,1.5,1654,3.3,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,352
18034,2018-05-21,5,Monday,0,9,Early Morning,17.7,27,1.3,2000,-1.5,2.02,0.0,0.0,0.0,Spring,No Holiday,Yes,1118
12591,2018-10-27,10,Saturday,1,20,Evening,7.6,44,4.2,2000,-3.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,775
10468,2018-07-21,7,Saturday,1,23,Night,28.8,56,1.6,2000,19.1,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1288
10325,2018-01-18,1,Thursday,0,5,Dawn,2.6,82,2.0,229,-0.1,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,68
17125,2018-05-29,5,Tuesday,0,12,Morning,23.1,64,2.6,1250,15.9,1.35,0.0,0.0,0.0,Spring,No Holiday,Yes,1184
14049,2018-09-27,9,Thursday,0,17,Afternoon,24.3,31,1.5,2000,6.0,1.17,0.0,0.0,0.0,Autumn,No Holiday,Yes,2189
17586,2018-04-29,4,Sunday,1,14,Afternoon,21.6,28,3.3,1172,2.2,2.93,0.0,0.0,0.0,Spring,No Holiday,Yes,1814
12757,2018-01-27,1,Saturday,1,17,Afternoon,-4.6,26,1.9,2000,-21.2,0.39,0.0,0.0,0.0,Winter,No Holiday,Yes,207
15443,2018-09-28,9,Friday,0,0,Dawn,17.1,52,1.4,2000,7.1,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
18487,2018-03-17,3,Saturday,1,15,Afternoon,13.2,23,2.8,1696,-7.5,2.52,0.0,0.0,0.0,Spring,No Holiday,Yes,1514
14797,2018-05-30,5,Wednesday,0,15,Afternoon,24.3,52,3.0,1447,13.8,2.55,0.0,0.0,0.0,Spring,No Holiday,Yes,1280
17360,2018-09-27,9,Thursday,0,14,Afternoon,24.6,34,1.5,2000,7.6,2.74,0.0,0.0,0.0,Autumn,No Holiday,Yes,1305
18175,2018-06-05,6,Tuesday,0,23,Night,21.9,56,0.7,1898,12.7,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1646
18605,2018-05-29,5,Tuesday,0,22,Night,19.9,85,1.7,559,17.2,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,1121
10991,2018-05-15,5,Tuesday,0,16,Afternoon,28.8,37,2.4,1629,12.6,1.44,0.0,0.0,0.0,Spring,No Holiday,Yes,1458
12179,2018-09-01,9,Saturday,1,3,Dawn,21.6,87,0.3,1579,19.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,514
18459,2018-04-13,4,Friday,0,19,Evening,16.9,19,0.5,2000,-6.9,0.06,0.0,0.0,0.0,Spring,No Holiday,Yes,1641
17446,2018-03-18,3,Sunday,1,6,Dawn,5.7,54,1.7,1208,-2.9,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,73
16160,2018-07-21,7,Saturday,1,14,Afternoon,36.3,34,1.3,1493,17.9,3.17,0.0,0.0,0.0,Summer,No Holiday,Yes,682
13342,2018-10-29,10,Monday,0,19,Evening,8.1,53,3.7,2000,-0.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1377
12653,2017-12-23,12,Saturday,1,7,Early Morning,5.1,82,0.7,334,2.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,99
13620,2017-12-31,12,Sunday,1,7,Early Morning,-1.8,86,1.7,367,-3.8,0.0,0.0,0.12,0.12,Winter,Holiday,Yes,39
15984,2018-07-24,7,Tuesday,0,3,Dawn,28.2,65,0.3,1999,20.9,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,332
18038,2018-10-20,10,Saturday,1,19,Evening,14.6,48,1.9,1998,3.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1407
12834,2018-06-16,6,Saturday,1,9,Early Morning,20.4,54,1.5,2000,10.7,1.88,0.0,0.0,0.0,Summer,No Holiday,Yes,1144
14696,2018-04-24,4,Tuesday,0,22,Night,10.4,43,0.7,2000,-1.6,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,1215
10703,2018-06-29,6,Friday,0,21,Evening,25.2,75,1.4,644,20.4,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,2225
16922,2018-05-24,5,Thursday,0,20,Evening,20.0,46,2.6,1414,8.0,0.05,0.0,0.0,0.0,Spring,No Holiday,Yes,1902
12726,2018-07-04,7,Wednesday,0,19,Evening,28.2,64,2.8,1978,20.7,0.5,0.0,0.0,0.0,Summer,No Holiday,Yes,2637
16510,2018-04-13,4,Friday,0,9,Early Morning,13.2,22,1.1,2000,-8.0,0.93,0.0,0.0,0.0,Spring,No Holiday,Yes,982
12926,2018-08-14,8,Tuesday,0,18,Evening,33.7,53,2.4,2000,22.7,0.78,0.0,0.0,0.0,Summer,No Holiday,Yes,2305
12598,2018-05-22,5,Tuesday,0,10,Morning,20.7,55,1.8,1698,11.3,1.43,0.0,0.0,0.0,Spring,Holiday,Yes,1119
16529,2018-10-27,10,Saturday,1,8,Early Morning,7.7,62,2.4,1985,0.8,0.23,0.0,0.0,0.0,Autumn,No Holiday,Yes,713
17640,2018-09-18,9,Tuesday,0,7,Early Morning,17.8,76,0.5,1729,13.5,0.08,0.0,0.0,0.0,Autumn,No Holiday,No,0
12121,2018-05-28,5,Monday,0,15,Afternoon,28.4,43,3.1,900,14.6,2.28,0.0,0.0,0.0,Spring,No Holiday,Yes,1258
18623,2018-05-23,5,Wednesday,0,10,Morning,17.9,56,3.3,1919,8.9,2.63,0.0,0.0,0.0,Spring,No Holiday,Yes,871
13019,2018-10-20,10,Saturday,1,15,Afternoon,21.3,24,1.5,1832,-0.1,1.91,0.0,0.0,0.0,Autumn,No Holiday,Yes,1760
16916,2018-11-02,11,Friday,0,12,Morning,14.9,40,1.1,1288,1.4,2.06,0.0,0.0,0.0,Autumn,No Holiday,Yes,1023
13531,2018-11-08,11,Thursday,0,1,Dawn,11.9,77,1.1,1634,7.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,158
13181,2018-11-11,11,Sunday,1,2,Dawn,7.9,85,1.1,275,5.5,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,370
17420,2018-04-11,4,Wednesday,0,4,Dawn,10.2,83,3.5,554,7.4,0.0,0.0,0.0,0.0,Spring,No Holiday,No,0
12558,2017-12-20,12,Wednesday,0,9,Early Morning,-6.7,62,1.1,1749,-12.7,0.09,0.0,0.2,0.2,Winter,No Holiday,Yes,239
13656,2018-11-23,11,Friday,0,10,Morning,1.3,27,0.9,1856,-15.6,1.13,0.0,0.0,0.0,Autumn,No Holiday,Yes,582
13833,2018-05-23,5,Wednesday,0,14,Afternoon,22.0,33,3.4,1966,4.9,3.41,0.0,0.0,0.0,Spring,No Holiday,Yes,1183
11826,2018-04-12,4,Thursday,0,15,Afternoon,19.4,24,3.9,2000,-1.7,2.86,0.0,0.0,0.0,Spring,No Holiday,Yes,1074
14515,2018-05-25,5,Friday,0,23,Night,17.6,55,0.5,1362,8.4,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,1209
13680,2018-09-19,9,Wednesday,0,6,Dawn,19.0,76,0.3,1488,14.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
18332,2018-08-21,8,Tuesday,0,18,Evening,30.3,56,1.7,2000,20.5,0.8,0.0,0.0,0.0,Summer,No Holiday,Yes,2830
16189,2017-12-23,12,Saturday,1,8,Early Morning,5.1,83,0.9,297,2.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,188
11966,2018-08-24,8,Friday,0,3,Dawn,24.8,87,2.2,1286,22.4,0.0,1.0,0.0,1.0,Summer,No Holiday,Yes,62
17301,2018-09-24,9,Monday,0,16,Afternoon,22.0,31,2.7,2000,4.0,1.87,0.0,0.0,0.0,Autumn,Holiday,Yes,1433
12777,2018-07-14,7,Saturday,1,0,Dawn,25.7,85,0.4,1519,22.9,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1169
12148,2018-10-26,10,Friday,0,22,Night,10.5,72,2.4,2000,5.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,680
10532,2018-04-24,4,Tuesday,0,1,Dawn,10.1,83,1.6,2000,7.3,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,157
10648,2018-10-18,10,Thursday,0,14,Afternoon,18.7,39,1.3,2000,4.4,1.66,0.0,0.0,0.0,Autumn,No Holiday,Yes,1122
17735,2018-07-13,7,Friday,0,12,Morning,28.3,68,1.9,1546,21.8,1.35,0.0,0.0,0.0,Summer,No Holiday,Yes,1013
11681,2018-04-02,4,Monday,0,18,Evening,20.7,54,4.1,1484,11.0,0.5,0.0,0.0,0.0,Spring,No Holiday,Yes,2401
13475,2018-04-05,4,Thursday,0,18,Evening,7.6,96,2.0,660,6.9,0.04,0.0,0.0,0.0,Spring,No Holiday,Yes,75
13646,2018-09-24,9,Monday,0,21,Evening,16.8,58,1.2,2000,8.4,0.0,0.0,0.0,0.0,Autumn,Holiday,Yes,1145
13071,2018-10-21,10,Sunday,1,23,Night,11.8,56,0.0,1655,3.2,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,724
16727,2018-10-26,10,Friday,0,14,Afternoon,12.7,95,1.9,255,11.9,0.09,5.5,0.0,5.5,Autumn,No Holiday,Yes,147
15440,2017-12-04,12,Monday,0,22,Night,-5.3,45,2.5,2000,-15.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,353
12190,2018-06-28,6,Thursday,0,3,Dawn,22.4,86,0.6,618,19.9,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,344
13373,2018-10-01,10,Monday,0,15,Afternoon,19.0,40,3.8,1983,5.0,1.96,0.0,0.0,0.0,Autumn,No Holiday,Yes,1258
13538,2018-01-03,1,Wednesday,0,0,Dawn,-4.3,38,1.4,2000,-16.5,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,160
12080,2018-02-21,2,Wednesday,0,17,Afternoon,3.1,14,3.7,2000,-21.9,1.0,0.0,0.0,0.0,Winter,No Holiday,Yes,469
13444,2018-09-01,9,Saturday,1,0,Dawn,23.2,83,0.5,1887,20.1,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1075
12705,2018-05-31,5,Thursday,0,17,Afternoon,27.2,42,2.9,1828,13.1,1.79,0.0,0.0,0.0,Spring,No Holiday,Yes,2047
10909,2018-08-12,8,Sunday,1,1,Dawn,29.4,58,1.5,2000,20.2,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,703
16351,2018-08-13,8,Monday,0,4,Dawn,27.1,91,0.9,585,25.4,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,151
14379,2018-10-06,10,Saturday,1,18,Evening,20.5,66,1.2,2000,13.9,0.16,0.0,0.0,0.0,Autumn,No Holiday,Yes,2012
16081,2018-10-16,10,Tuesday,0,15,Afternoon,19.9,31,2.0,1613,2.2,1.57,0.0,0.0,0.0,Autumn,No Holiday,Yes,1203
10664,2018-07-19,7,Thursday,0,4,Dawn,24.0,87,0.9,582,21.6,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,231
18755,2018-06-06,6,Wednesday,0,6,Dawn,18.5,73,1.1,1028,13.5,0.06,0.0,0.0,0.0,Summer,Holiday,Yes,351
15597,2017-12-04,12,Monday,0,0,Dawn,4.2,88,0.6,216,2.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,285
10461,2018-09-19,9,Wednesday,0,1,Dawn,20.5,64,0.4,2000,13.4,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
11556,2018-04-13,4,Friday,0,4,Dawn,9.7,29,1.8,2000,-7.5,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,112
16863,2018-01-03,1,Wednesday,0,15,Afternoon,-1.1,29,2.8,1976,-16.9,0.96,0.0,0.0,0.0,Winter,No Holiday,Yes,286
18055,2017-12-06,12,Wednesday,0,13,Afternoon,4.2,47,1.1,1469,-6.1,1.1,0.0,0.0,0.0,Winter,No Holiday,Yes,442
14002,2018-10-04,10,Thursday,0,8,Early Morning,13.9,68,0.9,1912,8.0,0.34,0.0,0.0,0.0,Autumn,No Holiday,No,0
10900,2018-09-19,9,Wednesday,0,17,Afternoon,25.0,44,1.3,1883,11.8,0.36,0.0,0.0,0.0,Autumn,No Holiday,No,0
15540,2018-04-16,4,Monday,0,23,Night,9.7,33,0.4,2000,-5.8,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,733
17917,2018-05-11,5,Friday,0,8,Early Morning,13.1,78,1.2,330,9.3,0.41,0.0,0.0,0.0,Spring,No Holiday,Yes,1881
15733,2018-08-13,8,Monday,0,7,Early Morning,27.0,86,0.9,718,24.4,0.22,0.0,0.0,0.0,Summer,No Holiday,Yes,1065
17905,2018-04-05,4,Thursday,0,13,Afternoon,7.7,95,1.9,442,6.9,0.4,0.0,0.0,0.0,Spring,No Holiday,Yes,84
10779,2017-12-21,12,Thursday,0,3,Dawn,-2.9,89,1.3,288,-4.4,0.0,0.0,0.22000000000000003,0.22000000000000003,Winter,No Holiday,Yes,79
12596,2018-11-12,11,Monday,0,23,Night,6.9,60,0.8,1610,-0.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,702
12007,2018-09-08,9,Saturday,1,9,Early Morning,19.9,51,0.6,1906,9.4,1.46,0.0,0.0,0.0,Autumn,No Holiday,Yes,956
12411,2018-07-08,7,Sunday,1,14,Afternoon,27.1,41,1.4,1941,12.7,3.24,0.0,0.0,0.0,Summer,No Holiday,Yes,1517
10045,2018-11-11,11,Sunday,1,20,Evening,8.2,53,0.6,1621,-0.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,711
10243,2018-11-23,11,Friday,0,3,Dawn,-1.2,45,1.1,2000,-11.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,191
18429,2018-04-01,4,Sunday,1,9,Early Morning,13.5,66,1.8,934,7.2,0.16,0.0,0.0,0.0,Spring,No Holiday,Yes,485
11630,2017-12-18,12,Monday,0,15,Afternoon,1.6,73,0.9,421,-2.7,0.6,0.0,0.32,0.32,Winter,No Holiday,Yes,137
14223,2018-04-13,4,Friday,0,5,Dawn,9.1,34,0.9,2000,-5.9,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,156
10462,2018-10-19,10,Friday,0,11,Morning,16.4,35,1.1,2000,0.8,2.13,0.0,0.0,0.0,Autumn,No Holiday,Yes,981
15208,2018-03-18,3,Sunday,1,4,Dawn,5.6,55,0.4,1115,-2.7,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,106
14272,2018-06-01,6,Friday,0,7,Early Morning,18.1,64,0.6,923,11.1,0.47,0.0,0.0,0.0,Summer,No Holiday,Yes,1421
11296,2018-07-02,7,Monday,0,18,Evening,24.9,87,1.9,1742,22.5,0.25,0.0,0.0,0.0,Summer,No Holiday,Yes,832
10727,2018-11-04,11,Sunday,1,10,Morning,11.1,51,0.8,679,1.3,1.38,0.0,0.0,0.0,Autumn,No Holiday,Yes,747
16479,2018-04-16,4,Monday,0,3,Dawn,6.4,67,1.4,1668,0.7,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,107
10375,2018-06-24,6,Sunday,1,14,Afternoon,31.6,34,2.9,1050,13.8,3.12,0.0,0.0,0.0,Summer,No Holiday,Yes,1064
14828,2018-03-25,3,Sunday,1,19,Evening,12.6,59,2.5,384,4.7,0.08,0.0,0.0,0.0,Spring,No Holiday,Yes,571
15674,2018-07-09,7,Monday,0,19,Evening,20.4,94,1.1,1769,19.3,0.14,0.5,0.0,0.5,Summer,No Holiday,Yes,68
12208,2018-06-04,6,Monday,0,9,Early Morning,23.3,37,0.4,1336,7.7,1.28,0.0,0.0,0.0,Summer,No Holiday,Yes,1243
12519,2018-09-21,9,Friday,0,18,Evening,20.9,77,0.6,2000,16.7,0.23,0.0,0.0,0.0,Autumn,No Holiday,Yes,2235
13268,2018-07-22,7,Sunday,1,1,Dawn,27.3,60,0.8,2000,18.8,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,772
12063,2018-09-21,9,Friday,0,2,Dawn,19.1,78,1.3,2000,15.1,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,122
14197,2018-08-18,8,Saturday,1,14,Afternoon,31.0,31,1.8,1999,11.8,2.8,0.0,0.0,0.0,Summer,No Holiday,Yes,1121
12874,2018-02-15,2,Thursday,0,15,Afternoon,3.8,17,3.2,2000,-19.0,1.97,0.0,0.0,0.0,Winter,Holiday,Yes,276
12403,2018-03-11,3,Sunday,1,8,Early Morning,2.8,82,1.2,240,0.0,0.19,0.0,0.0,0.0,Spring,No Holiday,Yes,212
10937,2018-05-15,5,Tuesday,0,19,Evening,26.9,49,0.9,1063,15.2,0.1,0.0,0.0,0.0,Spring,No Holiday,Yes,2248
15143,2018-07-07,7,Saturday,1,4,Dawn,20.0,63,1.8,2000,12.7,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,331
10542,2018-07-20,7,Friday,0,18,Evening,33.9,42,2.0,1969,19.1,1.25,0.0,0.0,0.0,Summer,No Holiday,Yes,2419
11187,2018-07-30,7,Monday,0,2,Dawn,28.0,57,1.2,2000,18.6,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,363
14282,2018-03-31,3,Saturday,1,8,Early Morning,10.4,65,0.8,979,4.0,0.41,0.0,0.0,0.0,Spring,No Holiday,Yes,489
14621,2018-07-23,7,Monday,0,1,Dawn,30.0,52,1.5,1774,19.0,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,542
10205,2018-01-22,1,Monday,0,13,Afternoon,3.9,33,0.6,1249,-10.9,0.19,0.0,0.0,0.0,Winter,No Holiday,Yes,281
17973,2018-09-15,9,Saturday,1,10,Morning,24.4,65,1.6,1972,17.3,1.42,0.0,0.0,0.0,Autumn,No Holiday,Yes,1017
10449,2018-01-16,1,Tuesday,0,15,Afternoon,6.3,40,0.3,498,-6.3,0.19,0.0,0.0,0.0,Winter,No Holiday,Yes,250
14338,2018-11-16,11,Friday,0,18,Evening,9.9,74,2.6,492,5.4,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1956
14257,2018-10-27,10,Saturday,1,2,Dawn,9.5,58,3.0,2000,1.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,478
17530,2018-06-22,6,Friday,0,23,Night,22.9,34,1.1,1810,6.1,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1648
13329,2018-01-31,1,Wednesday,0,1,Dawn,-1.6,81,1.1,1141,-4.4,0.0,0.0,0.35,0.35,Winter,No Holiday,Yes,96
10252,2018-02-16,2,Friday,0,1,Dawn,-3.6,35,2.0,1943,-16.8,0.0,0.0,0.0,0.0,Winter,Holiday,Yes,77
14402,2018-03-24,3,Saturday,1,20,Evening,7.1,83,3.3,203,4.4,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,513
15929,2018-10-10,10,Wednesday,0,4,Dawn,14.3,92,2.0,714,13.0,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,82
12594,2017-12-07,12,Thursday,0,4,Dawn,1.6,92,0.7,119,0.4,0.0,0.0,0.09,0.09,Winter,No Holiday,Yes,62
10270,2017-12-12,12,Tuesday,0,21,Evening,-8.8,43,1.4,1999,-19.1,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,270
13869,2018-03-09,3,Friday,0,16,Afternoon,9.6,38,1.7,1052,-4.0,1.71,0.0,0.0,0.0,Spring,No Holiday,Yes,686
15819,2018-11-04,11,Sunday,1,0,Dawn,9.1,63,0.6,1292,2.4,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,720
18099,2018-01-30,1,Tuesday,0,7,Early Morning,-11.3,57,0.9,1984,-18.1,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,214
10083,2018-05-14,5,Monday,0,7,Early Morning,12.6,85,0.4,292,10.1,0.23,0.0,0.0,0.0,Spring,No Holiday,Yes,1251
16385,2018-08-12,8,Sunday,1,3,Dawn,28.5,62,1.6,2000,20.5,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,387
18202,2018-02-03,2,Saturday,1,4,Dawn,-5.6,74,4.0,387,-9.5,0.0,0.0,0.02,0.02,Winter,No Holiday,Yes,35
15185,2018-07-01,7,Sunday,1,4,Dawn,22.7,85,0.7,1547,20.0,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,211
