Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,id
30/08/2018,1473,17,26.8,73,2.6,916,21.5,0.37,0.0,0.0,Summer,No Holiday,Yes,15355
29/11/2018,748,16,5.8,39,2.6,1489,-7.1,0.1,0.0,0.0,Autumn,No Holiday,Yes,12735
15/08/2018,877,16,36.6,39,0.7,2000,20.3,0.44,0.0,0.0,Summer,Holiday,Yes,10079
27/12/2017,133,0,-7.9,37,2.2,2000,-20.0,0.0,0.0,0.0,Winter,No Holiday,Yes,11662
08/01/2018,109,1,0.9,42,0.2,1333,-10.5,0.0,0.0,0.0,Winter,No Holiday,Yes,11525
21/08/2018,957,15,29.5,57,2.0,2000,20.0,2.1,0.0,0.0,Summer,No Holiday,Yes,12023
29/10/2018,1021,9,7.5,53,1.6,1981,-1.4,1.01,0.0,0.0,Autumn,No Holiday,Yes,16612
01/01/2018,178,2,-3.7,42,0.9,2000,-14.7,0.0,0.0,0.0,Winter,Holiday,Yes,15043
25/02/2018,482,13,6.1,22,2.4,1710,-14.0,2.5,0.0,0.0,Winter,No Holiday,Yes,18252
13/08/2018,409,0,28.4,85,1.3,1406,25.6,0.0,0.0,0.0,Summer,No Holiday,Yes,17953
19/09/2018,0,18,24.0,55,2.2,1691,14.3,0.12,0.0,0.0,Autumn,No Holiday,No,16498
13/11/2018,980,15,15.3,37,1.8,1774,0.6,1.5,0.0,0.0,Autumn,No Holiday,Yes,18643
06/08/2018,1537,20,31.3,65,2.0,1586,23.9,0.02,0.0,0.0,Summer,No Holiday,Yes,14615
10/06/2018,942,10,20.2,62,1.8,2000,12.6,0.82,0.0,0.0,Summer,No Holiday,Yes,16890
09/08/2018,740,17,28.8,83,4.0,969,25.6,0.39,1.1,0.0,Summer,No Holiday,Yes,14760
16/07/2018,1014,9,28.0,64,1.0,1682,20.5,1.35,0.0,0.0,Summer,No Holiday,Yes,13509
17/10/2018,1558,20,12.2,47,1.1,2000,1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,12493
06/11/2018,0,3,9.4,81,0.3,500,6.2,0.0,0.0,0.0,Autumn,No Holiday,No,13686
16/05/2018,291,8,22.4,93,1.2,683,21.2,0.04,0.0,0.0,Spring,No Holiday,Yes,12648
17/01/2018,273,13,8.0,54,1.8,435,-0.7,0.57,0.0,0.0,Winter,No Holiday,Yes,13114
24/09/2018,426,1,16.8,53,2.0,2000,7.1,0.0,0.0,0.0,Autumn,Holiday,Yes,18713
15/12/2017,247,23,-1.3,60,2.5,792,-8.0,0.0,0.0,0.0,Winter,No Holiday,Yes,16959
26/07/2018,706,14,33.0,56,2.5,879,23.0,1.33,0.0,0.0,Summer,No Holiday,Yes,16593
19/02/2018,392,15,6.3,35,2.6,991,-8.0,1.2,0.0,0.0,Winter,No Holiday,Yes,15297
30/01/2018,53,17,-2.4,85,0.3,174,-4.5,0.06,0.0,0.6,Winter,No Holiday,Yes,10193
15/04/2018,183,3,6.4,83,2.3,1158,3.7,0.0,0.0,0.0,Spring,No Holiday,Yes,14694
13/01/2018,168,1,-6.5,45,0.5,1964,-16.4,0.0,0.0,0.0,Winter,No Holiday,Yes,11743
28/10/2018,299,3,6.2,59,0.6,2000,-1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,10960
09/10/2018,0,2,11.4,65,1.1,2000,5.0,0.0,0.0,0.0,Autumn,Holiday,No,14488
27/11/2018,1023,19,9.3,52,2.7,482,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,16469
27/08/2018,44,2,20.3,97,0.7,315,19.8,0.0,1.0,0.0,Summer,No Holiday,Yes,12381
15/04/2018,317,19,11.0,62,2.1,1661,3.9,0.19,0.0,0.0,Spring,No Holiday,Yes,10796
03/07/2018,994,13,31.2,54,1.3,1961,20.7,3.11,0.0,0.0,Summer,No Holiday,Yes,13948
07/05/2018,249,3,14.7,82,0.8,1822,11.6,0.0,0.0,0.0,Spring,No Holiday,Yes,12276
14/06/2018,945,12,21.2,75,0.7,876,16.5,1.07,0.0,0.0,Summer,No Holiday,Yes,13194
07/06/2018,1171,15,29.3,41,2.0,609,14.6,2.63,0.0,0.0,Summer,No Holiday,Yes,15614
27/02/2018,767,8,2.0,51,0.7,990,-7.0,0.0,0.0,0.0,Winter,No Holiday,Yes,13516
16/12/2017,292,14,-3.4,22,4.3,1966,-22.1,1.07,0.0,0.0,Winter,No Holiday,Yes,16168
25/04/2018,1651,20,16.8,29,4.3,1971,-1.3,0.01,0.0,0.0,Spring,No Holiday,Yes,13353
09/12/2017,384,18,2.5,41,1.0,1974,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes,13216
06/11/2018,0,8,8.7,77,0.7,529,4.8,0.11,0.0,0.0,Autumn,No Holiday,No,10919
25/10/2018,1961,17,19.2,36,0.7,1643,3.7,0.38,0.0,0.0,Autumn,No Holiday,Yes,18478
01/06/2018,1036,11,26.8,38,2.6,1879,11.2,2.99,0.0,0.0,Summer,No Holiday,Yes,18050
26/07/2018,920,16,33.5,57,2.8,989,23.8,1.55,0.0,0.0,Summer,No Holiday,Yes,10673
06/11/2018,0,15,16.3,54,1.6,374,6.9,0.76,0.0,0.0,Autumn,No Holiday,No,16640
17/01/2018,313,22,2.8,74,0.5,309,-1.3,0.0,0.0,0.0,Winter,No Holiday,Yes,16575
21/04/2018,1292,22,16.7,28,1.0,1996,-1.9,0.0,0.0,0.0,Spring,No Holiday,Yes,15115
15/03/2018,15,7,14.3,97,0.3,189,13.8,0.0,0.0,0.0,Spring,No Holiday,Yes,13936
23/10/2018,726,0,11.6,61,0.7,673,4.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,11151
22/02/2018,151,6,-3.0,62,0.8,1996,-9.2,0.0,0.0,0.0,Winter,No Holiday,Yes,15729
24/05/2018,2825,18,22.6,39,2.8,1655,7.9,1.1,0.0,0.0,Spring,No Holiday,Yes,16348
08/02/2018,268,21,-3.3,42,1.1,1596,-14.4,0.0,0.0,0.0,Winter,No Holiday,Yes,14747
22/09/2018,215,6,18.4,95,0.1,752,17.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,12328
31/05/2018,2534,19,25.2,53,3.1,1983,0.0,0.51,0.0,0.0,Spring,No Holiday,Yes,14327
01/05/2018,855,23,19.8,73,0.9,442,14.8,0.0,0.0,0.0,Spring,Holiday,Yes,15405
20/08/2018,1912,8,26.6,54,1.1,1739,16.5,0.75,0.0,0.0,Summer,No Holiday,Yes,10840
04/03/2018,239,10,9.8,90,0.8,335,8.2,0.64,0.0,0.0,Spring,No Holiday,Yes,12264
22/04/2018,842,13,20.5,35,1.1,2000,4.4,1.13,0.0,0.0,Spring,No Holiday,Yes,11214
05/03/2018,578,20,4.3,57,1.3,2000,-3.4,0.0,0.0,0.0,Spring,No Holiday,Yes,14295
31/08/2018,2372,19,26.5,69,2.3,2000,20.3,0.18,0.0,0.0,Summer,No Holiday,Yes,12902
16/08/2018,672,11,33.5,48,2.4,1968,20.9,2.71,0.0,0.0,Summer,No Holiday,Yes,10246
07/11/2018,679,23,12.9,72,1.4,2000,7.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,15264
14/08/2018,944,9,31.0,56,0.8,1945,21.1,1.32,0.0,0.0,Summer,No Holiday,Yes,14094
25/08/2018,2080,18,27.1,56,3.0,1987,17.5,0.87,0.0,0.0,Summer,No Holiday,Yes,16238
20/11/2018,967,16,11.3,21,2.8,1925,-10.2,0.82,0.0,0.0,Autumn,No Holiday,Yes,10174
02/01/2018,69,2,-2.3,62,0.9,1560,-8.6,0.0,0.0,0.0,Winter,No Holiday,Yes,12067
12/08/2018,1156,17,33.7,48,2.3,2000,21.1,0.41,0.0,0.0,Summer,No Holiday,Yes,14879
13/06/2018,847,2,18.4,75,0.6,1986,13.8,0.0,0.0,0.0,Summer,No Holiday,Yes,11285
21/12/2017,265,9,-5.3,88,0.4,463,-6.9,0.21,0.0,2.2,Winter,No Holiday,Yes,17450
15/11/2018,357,6,4.9,76,1.1,800,1.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,10906
22/02/2018,66,4,-2.4,58,0.3,2000,-9.5,0.0,0.0,0.0,Winter,No Holiday,Yes,17132
03/09/2018,731,13,24.9,78,1.5,1910,20.7,0.72,0.0,0.0,Autumn,No Holiday,Yes,15431
21/05/2018,666,0,15.3,29,1.3,2000,-2.6,0.0,0.0,0.0,Spring,No Holiday,Yes,15144
15/08/2018,1507,21,28.6,69,1.3,2000,22.3,0.0,0.0,0.0,Summer,Holiday,Yes,10049
09/12/2017,291,9,-4.7,48,1.0,1784,-14.0,0.23,0.0,0.0,Winter,No Holiday,Yes,10295
25/05/2018,831,0,17.6,57,1.8,943,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes,11307
30/08/2018,846,9,25.0,92,1.1,782,23.6,0.39,0.0,0.0,Summer,No Holiday,Yes,11934
18/09/2018,0,11,24.1,46,2.1,1678,11.7,2.03,0.0,0.0,Autumn,No Holiday,No,11338
20/03/2018,235,6,3.9,43,3.4,2000,-7.5,0.0,0.0,0.0,Spring,No Holiday,Yes,13624
09/07/2018,387,2,22.7,63,0.9,2000,15.2,0.0,0.0,0.0,Summer,No Holiday,Yes,11791
23/04/2018,42,17,9.4,95,1.9,660,8.6,0.11,0.5,0.0,Spring,No Holiday,Yes,10678
13/06/2018,290,5,18.6,76,0.4,1957,14.2,0.0,0.0,0.0,Summer,No Holiday,Yes,10438
16/07/2018,276,3,25.1,85,0.7,1507,22.3,0.0,0.0,0.0,Summer,No Holiday,Yes,18074
17/11/2018,644,9,2.2,53,0.5,1595,-6.4,0.62,0.0,0.0,Autumn,No Holiday,Yes,15937
23/08/2018,908,0,30.7,52,1.3,2000,19.7,0.0,0.0,0.0,Summer,No Holiday,Yes,16828
05/08/2018,401,3,27.3,84,1.7,1089,24.3,0.0,0.0,0.0,Summer,No Holiday,Yes,11956
14/08/2018,1097,7,27.9,71,0.4,2000,22.1,0.13,0.0,0.0,Summer,No Holiday,Yes,12025
03/02/2018,196,14,-5.0,31,4.0,2000,-19.5,2.18,0.0,0.0,Winter,No Holiday,Yes,18259
06/10/2018,1870,17,21.1,64,1.2,2000,14.0,0.4,0.0,0.0,Autumn,No Holiday,Yes,15151
11/08/2018,766,11,31.5,54,2.5,1918,21.0,1.78,0.0,0.0,Summer,No Holiday,Yes,16807
25/10/2018,1316,22,13.6,56,1.0,1611,4.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,10537
06/05/2018,733,0,18.7,64,3.3,1654,11.7,0.0,0.0,0.0,Spring,No Holiday,Yes,16088
11/01/2018,42,5,-11.9,61,1.8,1759,-17.9,0.0,0.0,0.0,Winter,No Holiday,Yes,12940
28/08/2018,200,4,22.6,95,0.4,1919,21.7,0.0,0.0,0.0,Summer,No Holiday,Yes,13856
17/02/2018,34,3,-4.5,28,3.0,2000,-20.3,0.0,0.0,0.0,Winter,Holiday,Yes,15378
06/05/2018,1482,16,19.5,66,1.7,2000,12.9,1.71,0.0,0.0,Spring,No Holiday,Yes,18324
31/12/2017,25,6,-1.3,84,2.4,425,-3.6,0.0,0.0,1.2,Winter,Holiday,Yes,13912
07/04/2018,80,4,1.6,70,3.6,1392,-3.2,0.0,0.1,0.0,Spring,No Holiday,Yes,11967
18/09/2018,0,4,18.3,78,0.4,1906,14.3,0.0,0.0,0.0,Autumn,No Holiday,No,17937
11/05/2018,1185,23,16.2,50,1.6,1327,5.7,0.0,0.0,0.0,Spring,No Holiday,Yes,18291
25/06/2018,878,10,26.4,55,0.9,901,16.6,1.16,0.0,0.0,Summer,No Holiday,Yes,17502
14/05/2018,2906,18,23.6,48,3.1,666,11.9,0.85,0.0,0.0,Spring,No Holiday,Yes,14278
15/06/2018,161,5,17.4,86,1.1,1820,15.0,0.0,0.5,0.0,Summer,No Holiday,Yes,16858
20/08/2018,1241,23,28.5,62,4.9,1882,20.5,0.0,0.0,0.0,Summer,No Holiday,Yes,14960
08/12/2017,362,15,-0.8,26,3.3,1977,-17.9,0.87,0.0,0.0,Winter,No Holiday,Yes,13761
05/11/2018,206,2,8.8,81,0.0,773,5.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,16432
20/07/2018,1869,21,29.8,59,1.4,2000,20.9,0.0,0.0,0.0,Summer,No Holiday,Yes,16588
17/01/2018,55,4,3.0,68,0.5,322,-2.3,0.0,0.0,0.0,Winter,No Holiday,Yes,10002
05/04/2018,87,4,8.8,65,2.5,2000,2.5,0.0,0.0,0.0,Spring,No Holiday,Yes,14627
08/06/2018,1416,15,26.2,51,3.3,1104,15.2,2.87,0.0,0.0,Summer,No Holiday,Yes,11278
02/08/2018,1020,23,32.4,64,1.7,1153,24.7,0.0,0.0,0.0,Summer,No Holiday,Yes,13232
26/05/2018,503,7,15.0,64,0.6,902,8.2,0.46,0.0,0.0,Spring,No Holiday,Yes,14139
20/04/2018,1183,22,18.2,52,1.3,818,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes,12324
08/10/2018,123,4,10.4,61,0.6,2000,3.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,12371
14/04/2018,503,23,8.4,77,3.8,1662,4.5,0.0,0.0,0.0,Spring,No Holiday,Yes,16942
11/01/2018,82,6,-12.0,61,2.3,1709,-18.0,0.0,0.0,0.0,Winter,No Holiday,Yes,18229
02/12/2017,366,23,4.0,56,1.0,1352,-4.0,0.0,0.0,0.0,Winter,No Holiday,Yes,12474
02/10/2018,0,22,15.5,69,0.8,1987,9.8,0.0,0.0,0.0,Autumn,No Holiday,No,16430
13/07/2018,1240,9,26.6,73,2.2,1147,21.3,1.01,0.0,0.0,Summer,No Holiday,Yes,14226
21/05/2018,1832,22,16.9,65,0.3,1281,10.2,0.0,0.0,0.0,Spring,No Holiday,Yes,11765
13/06/2018,2479,18,23.4,63,3.6,1245,15.9,0.5,0.0,0.0,Summer,No Holiday,Yes,10153
02/02/2018,48,5,-6.8,61,0.2,1724,-13.0,0.0,0.0,0.0,Winter,No Holiday,Yes,10511
06/06/2018,332,4,19.2,68,0.8,1181,13.1,0.0,0.0,0.0,Summer,Holiday,Yes,14716
11/01/2018,219,17,-9.3,43,2.8,1900,-19.6,0.28,0.0,0.0,Winter,No Holiday,Yes,10163
28/06/2018,233,4,22.3,88,0.9,298,20.2,0.0,0.0,0.0,Summer,No Holiday,Yes,16867
01/05/2018,2082,18,21.6,67,2.0,584,15.2,0.24,0.0,0.0,Spring,Holiday,Yes,12494
30/03/2018,583,10,16.0,29,1.4,1708,-2.0,1.79,0.0,0.0,Spring,No Holiday,Yes,14399
08/12/2017,233,0,-3.5,49,2.6,1893,-12.6,0.0,0.0,0.0,Winter,No Holiday,Yes,16245
05/01/2018,333,15,1.5,34,2.8,1776,-12.6,0.84,0.0,0.0,Winter,No Holiday,Yes,16114
12/06/2018,1714,16,26.2,47,3.8,1996,13.9,2.45,0.0,0.0,Summer,No Holiday,Yes,17887
16/01/2018,141,2,0.5,72,0.7,385,-3.9,0.0,0.0,0.0,Winter,No Holiday,Yes,11695
13/05/2018,189,2,14.5,97,2.9,359,14.0,0.0,0.1,0.0,Spring,No Holiday,Yes,15782
08/09/2018,511,7,16.0,70,1.1,2000,10.5,0.11,0.0,0.0,Autumn,No Holiday,Yes,11657
25/09/2018,1045,12,21.7,36,2.0,2000,5.9,2.78,0.0,0.0,Autumn,Holiday,Yes,15903
28/08/2018,482,2,23.2,88,0.6,2000,21.0,0.0,0.0,0.0,Summer,No Holiday,Yes,10945
21/02/2018,171,0,-1.4,28,3.4,1990,-17.6,0.0,0.0,0.0,Winter,No Holiday,Yes,11272
31/08/2018,861,0,23.9,75,1.7,1192,19.1,0.0,0.0,0.0,Summer,No Holiday,Yes,13845
16/08/2018,173,4,27.8,69,0.9,2000,21.5,0.0,0.0,0.0,Summer,No Holiday,Yes,18743
14/06/2018,1934,17,24.6,57,1.0,1866,15.5,0.45,0.0,0.0,Summer,No Holiday,Yes,17336
25/10/2018,1154,13,19.4,32,1.1,1787,2.2,2.31,0.0,0.0,Autumn,No Holiday,Yes,12943
06/06/2018,1152,11,25.8,52,2.1,905,15.1,2.84,0.0,0.0,Summer,Holiday,Yes,10366
09/05/2018,2068,8,12.3,53,1.6,2000,2.9,1.09,0.0,0.0,Spring,No Holiday,Yes,14118
08/09/2018,1792,15,26.9,33,2.9,1997,9.2,2.65,0.0,0.0,Autumn,No Holiday,Yes,17405
23/07/2018,655,12,34.1,47,2.3,1862,21.1,2.94,0.0,0.0,Summer,No Holiday,Yes,17928
04/11/2018,1579,15,19.0,25,2.1,1748,-1.5,1.6,0.0,0.0,Autumn,No Holiday,Yes,16208
26/01/2018,54,2,-15.6,33,2.2,2000,-28.2,0.0,0.0,0.5,Winter,No Holiday,Yes,12009
27/07/2018,714,12,33.7,53,1.9,990,22.7,2.5,0.0,0.0,Summer,No Holiday,Yes,16769
01/07/2018,54,5,22.6,86,0.5,1076,20.1,0.0,0.1,0.0,Summer,No Holiday,Yes,11189
10/01/2018,217,12,-5.6,44,4.5,1830,-15.9,1.1,0.0,0.5,Winter,No Holiday,Yes,12181
02/04/2018,1517,20,18.2,65,1.8,1563,11.5,0.0,0.0,0.0,Spring,No Holiday,Yes,17361
06/12/2017,165,21,1.1,92,0.5,235,0.0,0.0,0.7,1.0,Winter,No Holiday,Yes,11344
21/07/2018,729,9,29.6,57,0.9,977,20.1,1.71,0.0,0.0,Summer,No Holiday,Yes,10853
22/09/2018,1430,22,18.6,62,0.6,2000,11.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,13867
09/07/2018,71,12,20.7,83,0.6,1244,17.7,0.32,0.0,0.0,Summer,No Holiday,Yes,18387
14/02/2018,288,11,6.3,67,3.5,1179,0.6,0.52,0.0,0.0,Winter,No Holiday,Yes,12518
25/09/2018,440,8,12.0,61,1.3,1988,4.6,0.6,0.0,0.0,Autumn,Holiday,Yes,12843
28/12/2017,225,10,-3.4,33,1.3,1863,-17.4,0.33,0.0,0.0,Winter,No Holiday,Yes,17504
09/10/2018,0,6,10.8,69,0.8,2000,5.3,0.0,0.0,0.0,Autumn,Holiday,No,11386
15/09/2018,302,3,21.6,80,1.2,2000,17.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,14821
25/03/2018,768,18,14.4,44,2.7,596,2.2,0.6,0.0,0.0,Spring,No Holiday,Yes,17279
14/02/2018,559,18,5.1,34,2.3,1440,-9.5,0.09,0.0,0.0,Winter,No Holiday,Yes,10977
22/06/2018,413,3,19.3,85,1.6,345,16.7,0.0,0.0,0.0,Summer,No Holiday,Yes,13510
07/09/2018,1187,14,25.2,43,3.2,1981,11.7,2.59,0.0,0.0,Autumn,No Holiday,Yes,16549
12/02/2018,475,18,-4.4,46,3.5,2000,-14.3,0.23,0.0,0.0,Winter,No Holiday,Yes,11607
02/01/2018,302,14,1.7,20,4.4,1995,-18.9,0.91,0.0,0.0,Winter,No Holiday,Yes,15934
29/10/2018,979,21,5.7,61,2.3,2000,-1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,11079
16/05/2018,398,21,21.8,97,1.3,160,21.2,0.0,0.5,0.0,Spring,No Holiday,Yes,10829
01/01/2018,206,0,-3.2,40,0.5,1358,-14.9,0.0,0.0,0.0,Winter,Holiday,Yes,10589
14/10/2018,110,5,7.6,79,0.3,765,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,15274
16/11/2018,171,4,7.1,64,0.6,663,0.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,11581
03/03/2018,920,18,13.9,26,1.9,1995,-5.3,0.41,0.0,0.0,Spring,No Holiday,Yes,14542
20/11/2018,955,9,2.3,43,1.2,1892,-9.0,0.52,0.0,0.0,Autumn,No Holiday,Yes,17738
29/12/2017,282,21,1.0,77,1.5,297,-2.5,0.0,0.0,0.0,Winter,No Holiday,Yes,13085
22/11/2018,121,4,0.5,39,1.6,2000,-11.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,11096
31/03/2018,1010,21,13.3,48,1.6,1582,2.5,0.0,0.0,0.0,Spring,No Holiday,Yes,17325
06/03/2018,583,7,-1.0,78,0.6,1484,-4.3,0.0,0.0,0.0,Spring,No Holiday,Yes,10717
07/04/2018,206,7,1.9,51,4.9,1297,-7.1,0.07,0.0,0.0,Spring,No Holiday,Yes,18023
18/03/2018,293,8,5.9,58,1.8,861,-1.7,0.11,0.0,0.0,Spring,No Holiday,Yes,17358
08/11/2018,50,4,10.8,87,1.7,956,8.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,17610
26/11/2018,175,2,2.8,87,1.1,321,0.8,0.0,0.0,0.3,Autumn,No Holiday,Yes,16417
26/05/2018,419,3,15.3,69,0.5,1103,9.6,0.0,0.0,0.0,Spring,No Holiday,Yes,17671
07/11/2018,834,16,15.2,72,1.2,625,10.1,0.4,0.0,0.0,Autumn,No Holiday,Yes,18590
26/03/2018,604,15,17.6,33,3.6,985,1.1,2.44,0.0,0.0,Spring,No Holiday,Yes,11848
15/05/2018,1210,15,29.1,38,1.7,1602,13.3,1.89,0.0,0.0,Spring,No Holiday,Yes,18392
06/08/2018,1548,19,32.2,65,0.8,1894,24.7,0.1,0.0,0.0,Summer,No Holiday,Yes,14435
15/08/2018,761,15,37.4,38,1.4,2000,20.6,1.72,0.0,0.0,Summer,Holiday,Yes,11649
07/06/2018,967,11,23.4,62,1.8,603,15.6,2.87,0.0,0.0,Summer,No Holiday,Yes,14865
19/03/2018,292,10,9.1,77,2.7,1587,5.2,0.27,0.0,0.0,Spring,No Holiday,Yes,18374
21/10/2018,1025,22,12.2,57,0.0,1544,3.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,16012
21/12/2017,243,11,-0.7,62,0.7,519,-7.0,0.77,0.0,2.0,Winter,No Holiday,Yes,12927
22/12/2017,314,22,6.1,70,2.7,806,1.0,0.0,0.0,0.0,Winter,Holiday,Yes,12005
04/09/2018,223,3,20.6,97,0.2,500,20.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,18376
28/06/2018,652,2,22.4,84,0.6,667,19.5,0.0,0.0,0.0,Summer,No Holiday,Yes,11697
13/04/2018,1311,21,16.4,24,2.9,1983,-4.2,0.0,0.0,0.0,Spring,No Holiday,Yes,17829
28/11/2018,128,4,3.9,26,2.4,1071,-13.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,10160
19/02/2018,361,12,4.7,43,2.1,1131,-6.8,1.38,0.0,0.0,Winter,No Holiday,Yes,13625
10/04/2018,1080,16,20.9,34,5.8,2000,4.4,1.37,0.0,0.0,Spring,No Holiday,Yes,11466
04/04/2018,668,23,10.2,58,2.4,2000,2.2,0.0,0.0,0.0,Spring,No Holiday,Yes,18493
07/10/2018,345,7,14.3,89,0.6,1165,12.5,0.03,0.0,0.0,Autumn,No Holiday,Yes,12781
12/12/2017,258,14,-5.4,32,2.0,1930,-19.5,1.12,0.0,0.0,Winter,No Holiday,Yes,12357
23/03/2018,461,10,5.4,64,1.6,637,-0.8,1.7,0.0,0.0,Spring,No Holiday,Yes,11712
14/01/2018,111,2,-3.5,78,1.0,444,-6.7,0.0,0.0,0.0,Winter,No Holiday,Yes,14249
30/07/2018,2016,19,35.2,43,0.9,2000,20.7,0.42,0.0,0.0,Summer,No Holiday,Yes,11586
24/02/2018,63,4,2.7,82,2.8,222,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,15612
21/02/2018,784,18,1.8,16,3.4,2000,-21.4,0.31,0.0,0.0,Winter,No Holiday,Yes,16518
17/03/2018,103,4,1.3,61,0.7,2000,-5.4,0.0,0.0,0.0,Spring,No Holiday,Yes,10078
01/09/2018,260,5,21.1,87,0.6,1116,18.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,12224
20/06/2018,2246,21,21.6,74,3.3,758,16.7,0.0,0.0,0.0,Summer,No Holiday,Yes,15310
11/04/2018,0,2,12.7,80,3.9,885,9.3,0.0,0.0,0.0,Spring,No Holiday,No,15056
24/03/2018,197,3,5.0,51,0.8,659,-4.3,0.0,0.0,0.0,Spring,No Holiday,Yes,15418
29/11/2018,517,0,2.2,30,0.7,1879,-13.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,16813
27/08/2018,149,13,22.9,92,1.2,459,21.5,1.09,0.5,0.0,Summer,No Holiday,Yes,10454
02/01/2018,208,10,-1.4,50,1.9,1355,-10.5,0.38,0.0,0.0,Winter,No Holiday,Yes,15702
19/01/2018,140,2,-0.3,44,1.7,1295,-11.1,0.0,0.0,0.0,Winter,No Holiday,Yes,17619
20/10/2018,1141,22,12.7,58,0.0,1480,4.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,15728
20/11/2018,861,15,11.9,18,3.3,1848,-11.7,1.32,0.0,0.0,Autumn,No Holiday,Yes,15032
14/03/2018,786,7,14.1,69,1.1,1692,8.4,0.0,0.0,0.0,Spring,No Holiday,Yes,14838
29/04/2018,1635,13,21.9,27,2.2,1055,2.0,3.35,0.0,0.0,Spring,No Holiday,Yes,16523
19/09/2018,0,3,19.7,70,0.5,2000,14.0,0.0,0.0,0.0,Autumn,No Holiday,No,14238
18/06/2018,997,14,29.8,36,2.0,1382,13.1,2.63,0.0,0.0,Summer,No Holiday,Yes,10604
10/01/2018,196,16,-5.4,30,3.9,2000,-20.2,0.69,0.0,0.2,Winter,No Holiday,Yes,18604
13/03/2018,705,14,18.3,43,2.2,1509,5.4,2.43,0.0,0.0,Spring,No Holiday,Yes,14310
17/05/2018,118,0,22.0,97,1.6,152,21.4,0.0,0.5,0.0,Spring,No Holiday,Yes,17154
21/09/2018,47,9,18.2,96,1.3,1251,17.5,0.21,1.0,0.0,Autumn,No Holiday,Yes,11612
11/11/2018,574,9,7.8,72,1.2,360,3.0,0.54,0.0,0.0,Autumn,No Holiday,Yes,11365
02/12/2017,618,16,6.4,48,2.6,1945,-3.8,0.22,0.0,0.0,Winter,No Holiday,Yes,17260
20/04/2018,2268,18,24.7,33,2.3,687,7.3,0.78,0.0,0.0,Spring,No Holiday,Yes,14950
10/03/2018,79,5,0.8,80,0.3,565,-2.2,0.0,0.0,0.0,Spring,No Holiday,Yes,13448
22/07/2018,477,8,27.9,60,0.6,1835,19.4,1.06,0.0,0.0,Summer,No Holiday,Yes,15642
12/02/2018,161,10,-6.7,23,2.4,1938,-24.4,1.25,0.0,0.0,Winter,No Holiday,Yes,14224
19/10/2018,433,2,9.2,72,1.5,2000,4.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,10980
18/06/2018,2515,20,25.7,43,2.1,2000,12.1,0.12,0.0,0.0,Summer,No Holiday,Yes,15289
01/10/2018,856,10,16.3,47,3.6,1815,4.9,1.93,0.0,0.0,Autumn,No Holiday,Yes,18539
15/11/2018,313,2,7.1,68,0.6,1082,1.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,13551
12/12/2017,133,0,-11.0,51,1.1,2000,-19.1,0.0,0.0,0.0,Winter,No Holiday,Yes,16466
10/10/2018,792,10,12.0,61,4.1,1981,4.6,0.86,0.0,0.0,Autumn,No Holiday,Yes,14062
15/09/2018,1210,23,22.9,81,0.9,1550,19.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,16984
14/08/2018,345,3,28.4,73,1.4,1990,23.0,0.0,0.0,0.0,Summer,No Holiday,Yes,18425
25/10/2018,1968,19,16.4,47,1.0,1694,5.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,10209
13/09/2018,1322,9,21.8,64,1.6,2000,14.6,0.52,0.0,0.0,Autumn,No Holiday,Yes,14117
22/06/2018,336,5,18.6,85,1.0,384,16.0,0.0,0.0,0.0,Summer,No Holiday,Yes,11793
